week_start,week_idx,month,week_of_year,spend_meta,spend_google,spend_influencer,spend_email_sms,spend_affiliate,spend_tv_ooh,festive_flag,payday_week,sale_event_flag,promo_flag,avg_price,discount_rate,coupon_usage_pct,impressions_meta,clicks_meta,ctr_meta,cpc_meta,impressions_google,clicks_google,ctr_google,cpc_google,impressions_influencer,clicks_influencer,ctr_influencer,cpc_influencer,impressions_affiliate,clicks_affiliate,ctr_affiliate,cpc_affiliate,email_sends,email_opens,email_open_rate,grps_tv_ooh,website_sessions,direct_traffic,branded_search_index,category_search_index,app_installs,consumer_confidence,stock_out_flag,delivery_delay_flag,units_sold,orders,returns_pct,avg_order_value,gross_revenue,revenue,true_units_contribution_meta,true_units_contribution_google,true_units_contribution_influencer,true_units_contribution_email_sms,true_units_contribution_affiliate,true_units_contribution_tv_ooh,true_units_price_effect,true_units_discount_effect,true_units_macro_effect,true_units_category_effect,true_units_base
2024-12-16,50,12,51,182684.0,157840.0,105237.0,14058.0,52645.0,79483.0,1,0,0,1,1011.0,16.4,28.9,1652347.0,21080.0,1.28,8.67,587451.0,28004.0,4.77,5.64,1588841.0,13861.0,0.87,7.59,826577.0,19043.0,2.3,2.76,28116.0,5366.0,19.08,8.5,28521.0,6823.0,103.1,121.0,367.0,98.0,0,1,8384.0,7270,9.6,881.0,7086123.0,6405855.0,1205.0,886.4,728.9,155.4,377.9,505.1,-48.3,160.7,-4.2,73.5,4246.0
2024-12-23,51,12,52,199497.0,127263.0,81516.0,18066.0,34511.0,130001.0,1,0,0,1,1008.0,16.0,26.2,1922907.0,21186.0,1.1,9.42,577440.0,27288.0,4.73,4.66,1306279.0,13207.0,1.01,6.17,616626.0,12631.0,2.05,2.73,36132.0,7322.0,20.26,15.7,30685.0,7781.0,105.6,118.4,340.0,96.2,0,0,8957.0,7920,4.0,919.0,7584071.0,7280708.0,1243.3,803.4,718.9,187.4,330.4,648.6,-36.3,156.8,-8.0,64.4,4259.0
2024-12-30,52,12,1,118651.0,112414.0,129087.0,17654.0,42108.0,254330.0,1,0,1,1,1009.0,26.2,38.4,1007998.0,12660.0,1.26,9.37,392392.0,16991.0,4.33,6.62,1776848.0,17761.0,1.0,7.27,771166.0,20749.0,2.69,2.03,35308.0,7835.0,22.19,32.3,31738.0,7519.0,105.6,118.0,334.0,92.9,0,0,8235.0,7421,4.3,791.0,6132127.0,5868445.0,1052.0,724.0,743.3,187.2,333.2,874.3,-40.3,256.8,-14.9,63.0,4271.6
2025-01-06,53,1,2,158072.0,152571.0,82003.0,15442.0,74996.0,55203.0,0,1,0,0,1016.0,4.5,7.8,1318539.0,14994.0,1.14,10.54,543819.0,26897.0,4.95,5.67,1217837.0,9742.0,0.8,8.42,1360158.0,27766.0,2.04,2.7,30884.0,6038.0,19.55,7.5,31056.0,7152.0,105.6,118.2,342.0,93.5,0,0,8246.0,7111,4.1,1079.0,8000929.0,7672891.0,1092.1,861.2,729.7,169.1,415.0,790.4,-68.5,44.1,-13.6,63.7,4286.6
2025-01-13,54,1,3,152608.0,133503.0,94245.0,0.0,34432.0,137191.0,0,0,0,1,1008.0,18.5,28.1,1412464.0,16416.0,1.16,9.3,583600.0,26119.0,4.48,5.11,1320794.0,10727.0,0.81,8.79,540222.0,10435.0,1.93,3.3,0.0,0.0,0.0,18.8,30954.0,7751.0,106.7,115.3,292.0,93.4,0,0,8384.0,7638,4.0,866.0,6887624.0,6612119.0,1089.8,820.5,728.3,10.5,351.4,822.0,-36.3,181.3,-13.9,53.5,4301.0
2025-01-20,55,1,4,146679.0,166921.0,63771.0,17206.0,25896.0,80293.0,0,0,0,0,1025.0,1.1,1.8,1399119.0,16076.0,1.15,9.12,744234.0,31589.0,4.24,5.28,938045.0,8553.0,0.91,7.46,346657.0,6937.0,2.0,3.73,34412.0,8416.0,24.46,10.3,29060.0,7732.0,108.8,112.5,346.0,91.6,0,0,8244.0,6943,3.6,1160.0,8357149.0,8056292.0,1071.3,919.8,704.7,168.9,285.0,775.9,-104.8,10.8,-17.6,43.8,4314.6
2025-01-27,56,1,5,161044.0,127615.0,72630.0,16317.0,27996.0,67251.0,0,0,0,0,1011.0,1.0,1.7,1503506.0,17982.0,1.2,8.96,480926.0,20847.0,4.33,6.12,1176031.0,13020.0,1.11,5.58,405092.0,8355.0,2.06,3.35,32634.0,6303.0,19.31,8.9,29680.0,7384.0,107.9,114.4,361.0,93.7,0,0,8447.0,7404,5.0,1085.0,8454518.0,8031792.0,1106.9,813.1,694.5,174.6,261.2,719.3,-48.3,9.8,-13.2,50.4,4327.6
2025-02-03,57,2,6,251311.0,96493.0,55756.0,0.0,49444.0,87501.0,0,1,0,0,1041.0,0.9,1.5,2141389.0,30958.0,1.45,8.12,366940.0,21043.0,5.73,4.59,829595.0,5933.0,0.72,9.4,923325.0,19457.0,2.11,2.54,0.0,0.0,0.0,11.0,28171.0,7574.0,107.9,108.6,424.0,93.8,0,0,7767.0,6812,3.4,1136.0,8012678.0,7740247.0,1315.0,653.6,670.2,11.1,333.3,707.4,-169.2,8.8,-13.0,30.1,4339.9
2025-02-10,58,2,7,139630.0,93947.0,100931.0,15734.0,49545.0,74095.0,0,0,0,0,1016.0,0.3,0.4,1340060.0,16562.0,1.24,8.43,394778.0,14426.0,3.65,6.51,1251157.0,11643.0,0.93,8.67,799664.0,20519.0,2.57,2.41,31468.0,7670.0,24.37,8.7,28730.0,7002.0,105.8,109.8,354.0,92.8,0,0,8109.0,7175,4.3,1096.0,8214028.0,7860825.0,1150.0,603.3,698.5,156.1,356.6,676.4,-68.5,2.9,-15.1,34.3,4351.7
2025-02-17,59,2,8,221411.0,172181.0,47402.0,16549.0,47456.0,75767.0,0,0,1,1,1020.0,27.0,34.3,1896541.0,17258.0,0.91,12.83,571733.0,27318.0,4.78,6.3,702218.0,5358.0,0.76,8.85,744830.0,13460.0,1.81,3.53,33098.0,6983.0,21.1,9.2,30696.0,7602.0,104.7,108.9,262.0,92.9,0,0,8801.0,7310,3.8,862.0,6553225.0,6304202.0,1271.2,906.2,664.2,175.3,359.4,656.2,-84.6,264.6,-14.9,31.2,4363.0
2025-02-24,60,2,9,114403.0,175054.0,94434.0,13916.0,70870.0,60024.0,0,0,0,1,1010.0,18.5,24.8,997527.0,11577.0,1.16,9.88,603348.0,22196.0,3.68,7.89,1488896.0,12418.0,0.83,7.6,1347048.0,29866.0,2.22,2.37,27832.0,5782.0,20.77,7.5,29780.0,8435.0,106.9,111.7,351.0,95.9,0,0,8549.0,7684,5.1,869.0,7037109.0,6678217.0,1054.0,955.8,689.5,154.5,413.9,611.0,-44.3,181.3,-8.6,41.0,4374.0
2025-03-03,61,3,10,160649.0,119876.0,67380.0,16404.0,22115.0,38468.0,0,1,0,0,1034.0,3.0,4.5,1354219.0,17083.0,1.26,9.4,468855.0,20826.0,4.44,5.76,945658.0,8147.0,0.86,8.27,407842.0,8363.0,2.05,2.64,32808.0,8108.0,24.71,4.8,27526.0,7990.0,107.6,109.7,463.0,97.6,0,0,7716.0,6952,3.5,1074.0,7738994.0,7468129.0,1100.2,794.2,678.7,174.0,311.0,528.8,-141.0,29.4,-5.0,34.0,4384.7
2025-03-10,62,3,11,182387.0,115321.0,108853.0,12830.0,55611.0,36048.0,0,0,0,0,1030.0,0.0,0.0,1839959.0,23382.0,1.27,7.8,522176.0,22306.0,4.27,5.17,1683970.0,14410.0,0.86,7.55,928665.0,15382.0,1.66,3.62,25660.0,5475.0,21.34,3.7,27636.0,6792.0,108.6,110.3,389.0,97.7,0,0,8139.0,7322,3.6,1104.0,8383170.0,8081376.0,1172.3,734.4,709.4,144.3,365.9,457.8,-124.9,0.0,-4.8,36.0,4395.3
2025-03-17,63,3,12,203262.0,167109.0,94242.0,19520.0,79006.0,96926.0,0,0,0,0,1023.0,2.7,4.2,1943886.0,20316.0,1.05,10.01,645537.0,22619.0,3.5,7.39,1274000.0,10755.0,0.84,8.76,1286219.0,28217.0,2.19,2.8,39040.0,9592.0,24.57,11.6,28792.0,7651.0,110.0,108.2,327.0,99.2,0,0,8630.0,7387,3.4,1123.0,8590121.0,8298057.0,1241.1,907.7,715.3,197.5,429.9,554.5,-96.7,26.5,-1.7,28.7,4405.9
2025-03-24,64,3,13,210238.0,100177.0,137453.0,19283.0,35313.0,63814.0,0,0,0,1,1011.0,23.6,33.9,2006033.0,25377.0,1.27,8.28,403957.0,19047.0,4.72,5.26,1743586.0,15706.0,0.9,8.75,582363.0,13561.0,2.33,2.6,38566.0,8856.0,22.96,8.0,29840.0,7229.0,109.3,107.4,382.0,97.2,0,0,8555.0,7090,4.2,893.0,6607916.0,6330384.0,1276.0,697.8,746.2,200.5,363.3,543.8,-48.3,231.3,-5.9,25.9,4416.6
2025-03-31,65,3,14,215136.0,104732.0,94144.0,15412.0,44263.0,55299.0,0,0,0,0,1023.0,6.1,10.2,2160991.0,26570.0,1.23,8.1,458703.0,19721.0,4.3,5.31,1360189.0,11480.0,0.84,8.2,751246.0,13556.0,1.8,3.27,30824.0,6553.0,21.26,6.7,31040.0,6961.0,110.6,107.9,329.0,97.7,0,0,8192.0,7317,3.2,1041.0,7869211.0,7617396.0,1296.4,666.0,739.4,170.4,353.2,516.5,-96.7,59.8,-4.8,27.7,4427.5
2025-04-07,66,4,15,162106.0,142738.0,42175.0,16921.0,39635.0,72625.0,0,1,0,0,1013.0,0.8,1.4,1845559.0,27643.0,1.5,5.86,675772.0,23638.0,3.5,6.04,523517.0,3953.0,0.76,10.67,750791.0,15000.0,2.0,2.64,33842.0,7811.0,23.08,8.9,30381.0,8477.0,112.4,105.6,306.0,98.3,1,0,6403.0,5351,3.7,1158.0,6434349.0,6196278.0,1196.0,818.4,696.1,179.7,334.9,537.4,-56.4,7.8,-3.6,19.6,4438.6
2025-04-14,67,4,16,157959.0,116213.0,71637.0,11173.0,0.0,103514.0,0,0,0,0,1034.0,2.4,3.2,1252469.0,12591.0,1.01,12.55,443888.0,22092.0,4.98,5.26,1003943.0,9922.0,0.99,7.22,0.0,0.0,0.0,0.0,22346.0,5076.0,22.72,13.6,26670.0,6232.0,113.2,106.8,344.0,97.7,0,0,7803.0,6939,2.7,1104.0,7874663.0,7662047.0,1143.2,743.7,687.5,129.0,145.3,616.5,-141.0,23.5,-4.8,23.8,4450.0
2025-04-21,68,4,17,220284.0,125879.0,48805.0,13498.0,45182.0,78543.0,0,0,0,1,1029.0,28.1,46.1,1887715.0,19538.0,1.04,11.27,502838.0,26880.0,5.35,4.68,772815.0,7613.0,0.99,6.41,798066.0,13724.0,1.72,3.29,26996.0,6577.0,24.36,8.8,30297.0,7697.0,112.4,103.3,366.0,98.8,0,0,8483.0,7269,4.1,828.0,6276156.0,6018834.0,1267.2,767.5,656.7,146.0,286.1,618.6,-120.9,275.4,-2.5,11.5,4461.7
2025-04-28,69,4,18,169880.0,122199.0,61537.0,15378.0,76580.0,53934.0,0,0,1,1,1024.0,18.7,30.0,1470082.0,15588.0,1.06,10.9,565500.0,30430.0,5.38,4.02,754547.0,7514.0,1.0,8.19,1401486.0,31786.0,2.27,2.41,30756.0,6405.0,20.83,5.7,29888.0,7740.0,115.0,103.3,289.0,97.6,0,1,8318.0,7581,9.2,829.0,6924835.0,6287750.0,1201.3,757.4,649.3,164.5,407.9,569.4,-100.7,183.3,-5.0,11.5,4473.8
2025-05-05,70,5,19,129865.0,135349.0,125582.0,13697.0,86730.0,125879.0,0,1,0,0,1004.0,3.8,5.8,1102907.0,11439.0,1.04,11.35,479323.0,22519.0,4.7,6.01,1619478.0,12115.0,0.75,10.37,1316374.0,24894.0,1.89,3.48,27394.0,6052.0,22.09,15.2,28026.0,6579.0,114.4,104.6,320.0,98.9,0,0,8226.0,7156,3.1,1076.0,7945066.0,7698769.0,1065.8,806.6,709.3,151.3,452.1,676.5,-20.1,37.2,-2.3,16.1,4486.1
2025-05-12,71,5,20,134908.0,167978.0,92774.0,17925.0,45254.0,147617.0,0,0,0,0,1016.0,3.2,4.2,1125138.0,11123.0,0.99,12.13,729481.0,33009.0,4.52,5.09,1220314.0,11384.0,0.93,8.15,801184.0,14027.0,1.75,3.23,35850.0,7839.0,21.87,19.9,29601.0,6736.0,115.1,105.1,369.0,100.0,0,0,8306.0,7113,4.7,1094.0,8168851.0,7784915.0,1025.2,920.6,714.1,186.0,401.2,768.5,-68.5,31.4,0.0,17.8,4498.7
2025-05-19,72,5,21,142672.0,129341.0,58288.0,0.0,88775.0,90653.0,0,0,0,1,1030.0,19.1,32.0,1266295.0,9999.0,0.79,14.27,476888.0,25168.0,5.28,5.14,828478.0,8086.0,0.98,7.21,1445124.0,29709.0,2.06,2.99,0.0,0.0,0.0,13.4,30267.0,7501.0,114.0,108.2,350.0,94.8,0,0,8214.0,7117,3.2,931.0,6844480.0,6625456.0,1035.9,819.6,688.4,12.3,453.1,748.3,-124.9,187.2,-10.9,28.7,4511.6
2025-05-26,73,5,22,203812.0,144767.0,52364.0,13525.0,50742.0,112520.0,0,0,0,0,1034.0,4.2,7.5,1681001.0,17551.0,1.04,11.61,583835.0,32150.0,5.51,4.5,726488.0,5777.0,0.8,9.06,691510.0,12990.0,1.88,3.91,27050.0,5371.0,19.86,15.2,30413.0,9008.0,114.0,104.8,386.0,97.7,0,0,8508.0,7597,4.5,1059.0,8427787.0,8048536.0,1205.5,851.3,661.6,135.7,412.7,764.4,-141.0,41.2,-4.8,16.8,4524.7
2025-06-02,74,6,23,186982.0,84631.0,75754.0,14245.0,85088.0,127023.0,0,1,0,0,1034.0,1.8,2.9,1746014.0,20077.0,1.15,9.31,332017.0,17118.0,5.16,4.94,1210371.0,10905.0,0.9,6.95,1196126.0,22608.0,1.89,3.76,28490.0,6939.0,24.36,13.7,28188.0,7589.0,110.8,100.8,322.0,92.6,0,0,8287.0,6977,3.6,1163.0,8414520.0,8111598.0,1216.7,605.4,669.1,153.5,451.2,793.6,-141.0,17.6,-15.5,2.8,4538.1
2025-06-09,75,6,24,214975.0,126544.0,49068.0,0.0,48964.0,120848.0,0,0,0,0,1013.0,4.3,7.5,1962418.0,20346.0,1.04,10.57,468832.0,18843.0,4.02,6.72,756585.0,6715.0,0.89,7.31,752233.0,16440.0,2.19,2.98,0.0,0.0,0.0,14.8,29823.0,7471.0,112.0,98.4,400.0,92.6,0,0,8443.0,7012,5.0,1109.0,8184990.0,7775741.0,1277.5,746.0,642.3,9.1,408.2,805.3,-56.4,42.1,-15.5,-5.6,4551.6
2025-06-16,76,6,25,162973.0,108168.0,59567.0,20608.0,52452.0,95854.0,0,0,0,0,1028.0,0.9,1.6,1539698.0,21364.0,1.39,7.63,399947.0,18438.0,4.61,5.87,885350.0,9939.0,1.12,5.99,912152.0,15869.0,1.74,3.31,41216.0,7949.0,19.29,12.3,27435.0,6121.0,118.4,100.2,325.0,95.5,0,0,8430.0,7360,4.4,1116.0,8588046.0,8210172.0,1189.6,692.3,636.9,195.9,393.3,782.9,-116.8,8.8,-9.5,0.7,4565.3
2025-06-23,77,6,26,189148.0,100541.0,84285.0,13486.0,56358.0,95225.0,0,0,0,0,1034.0,3.5,4.9,1790809.0,19731.0,1.1,9.59,411156.0,19504.0,4.74,5.15,1218181.0,13812.0,1.13,6.1,947890.0,17006.0,1.79,3.31,26972.0,6696.0,24.83,12.1,29063.0,7790.0,115.4,101.3,439.0,95.6,0,0,8194.0,7030,3.4,1123.0,8176055.0,7898069.0,1216.2,644.6,664.4,153.0,395.7,765.3,-141.0,34.3,-9.2,4.5,4579.1
2025-06-30,78,6,27,213106.0,107845.0,113563.0,16833.0,131267.0,91958.0,0,0,0,0,1013.0,3.3,5.2,2033076.0,26111.0,1.28,8.16,467142.0,16918.0,3.62,6.37,1674176.0,12340.0,0.74,9.2,2220291.0,45234.0,2.04,2.9,33666.0,9261.0,27.51,12.1,30940.0,7035.0,114.7,101.3,308.0,93.6,0,0,8894.0,7516,3.4,1120.0,8712304.0,8416086.0,1273.8,670.0,706.3,177.4,494.9,747.7,-56.4,32.3,-13.4,4.5,4593.0
2025-07-07,79,7,28,169110.0,120482.0,94072.0,21332.0,65396.0,44442.0,0,1,0,0,1027.0,2.1,3.1,1492118.0,16936.0,1.14,9.99,476952.0,22706.0,4.76,5.31,1254336.0,15227.0,1.21,6.18,1274039.0,28624.0,2.25,2.28,42664.0,10375.0,24.32,5.1,29575.0,7790.0,112.2,98.7,333.0,92.6,0,1,8424.0,7520,9.9,1015.0,8469768.0,7631261.0,1202.3,731.5,713.2,213.0,460.3,657.0,-112.8,20.6,-15.5,-4.5,4607.1
2025-07-14,80,7,29,205322.0,155012.0,0.0,12683.0,41034.0,99864.0,0,0,0,1,1029.0,27.5,49.3,2211764.0,26866.0,1.21,7.64,623536.0,36858.0,5.91,4.21,0.0,0.0,0.0,0.0,617874.0,14337.0,2.32,2.86,25366.0,6436.0,25.37,12.6,29185.0,8176.0,110.2,100.8,394.0,95.6,0,0,8658.0,7264,3.8,855.0,6459084.0,6213639.0,1254.3,870.2,617.1,147.8,397.7,684.9,-120.9,269.5,-9.2,2.8,4621.3
2025-07-21,81,7,30,155618.0,99190.0,85073.0,13421.0,67950.0,39602.0,0,0,0,0,1025.0,2.1,2.6,1441492.0,16397.0,1.14,9.49,415310.0,20181.0,4.86,4.92,1111879.0,11257.0,1.01,7.56,1130017.0,20867.0,1.85,3.26,26842.0,5956.0,22.19,5.2,29458.0,7479.0,113.0,98.2,442.0,92.8,0,0,8275.0,7357,3.9,1085.0,8303756.0,7979909.0,1161.4,682.1,654.9,147.1,420.1,592.9,-104.8,20.6,-15.1,-6.3,4635.6
2025-07-28,82,7,31,168110.0,130379.0,78664.0,15279.0,45651.0,51005.0,0,0,0,0,1013.0,1.4,2.0,1316714.0,17069.0,1.3,9.85,482514.0,25913.0,5.37,5.03,1201440.0,12148.0,1.01,6.48,779608.0,17448.0,2.24,2.62,30558.0,5694.0,18.63,6.9,29756.0,7259.0,110.4,101.4,390.0,95.9,0,0,7963.0,6738,4.8,1124.0,7953588.0,7571816.0,1156.5,774.3,668.2,163.7,383.6,543.2,-56.4,13.7,-8.6,4.9,4650.1
2025-08-04,83,8,32,167744.0,117858.0,88929.0,15073.0,43998.0,131182.0,0,1,0,0,1025.0,2.5,4.3,1407435.0,15586.0,1.11,10.76,500171.0,23007.0,4.6,5.12,1396871.0,11156.0,0.8,7.97,691355.0,12585.0,1.82,3.5,30146.0,5515.0,18.3,15.1,30570.0,6841.0,108.8,107.9,402.0,96.4,0,1,8240.0,7454,9.1,1004.0,8234850.0,7485479.0,1153.9,740.8,686.5,163.5,361.5,671.3,-104.8,24.5,-7.6,27.7,4664.8
2025-08-11,84,8,33,137196.0,121848.0,135862.0,18429.0,67031.0,106547.0,0,0,0,0,1026.0,1.3,1.8,1085119.0,12669.0,1.17,10.83,520410.0,23214.0,4.46,5.25,1973905.0,18848.0,0.95,7.21,1119718.0,27881.0,2.49,2.4,36858.0,8318.0,22.57,12.9,30388.0,6746.0,104.8,107.7,382.0,94.8,0,0,8630.0,7667,4.1,1093.0,8739273.0,8380963.0,1067.3,750.6,732.2,190.9,407.1,705.2,-108.8,12.7,-10.9,27.0,4679.8
2025-08-18,85,8,34,209477.0,159312.0,37593.0,16933.0,51593.0,142639.0,0,0,0,0,1028.0,3.5,5.9,1906979.0,21919.0,1.15,9.56,784816.0,36970.0,4.71,4.31,529525.0,4705.0,0.89,7.99,756574.0,13207.0,1.75,3.91,33866.0,7022.0,20.74,13.6,31430.0,7996.0,104.0,108.3,344.0,94.5,0,0,8465.0,7336,4.6,1092.0,8397449.0,8011167.0,1225.9,886.6,684.8,181.8,390.9,777.9,-116.8,34.3,-11.6,29.0,4695.1
2025-08-25,86,8,35,165342.0,145464.0,63122.0,12525.0,55653.0,64666.0,0,0,0,1,1025.0,16.7,23.9,1488533.0,15817.0,1.06,10.45,564610.0,23038.0,4.08,6.31,931088.0,8956.0,0.96,7.05,1038299.0,24355.0,2.35,2.29,25050.0,5029.0,20.08,7.6,30547.0,8879.0,100.1,106.8,365.0,93.5,0,0,8945.0,7759,4.5,940.0,7637465.0,7293779.0,1173.7,866.8,670.9,142.4,393.2,717.0,-104.8,163.7,-13.6,23.8,4711.1
2025-09-01,87,9,36,186977.0,171021.0,95753.0,17678.0,51483.0,43531.0,0,1,0,0,1026.0,4.1,7.3,1637272.0,18907.0,1.15,9.89,659468.0,26435.0,4.01,6.47,1088015.0,10067.0,0.93,9.51,812514.0,15019.0,1.85,3.43,35356.0,7730.0,21.86,5.2,30188.0,7231.0,103.3,103.2,338.0,96.1,0,0,8970.0,7536,3.9,1125.0,8825888.0,8481678.0,1206.1,938.6,694.3,183.3,384.6,628.4,-108.8,40.2,-8.2,11.2,4728.1
2025-09-08,88,9,37,210724.0,127155.0,44898.0,15020.0,0.0,65647.0,0,0,0,0,1029.0,1.2,2.1,2250029.0,32361.0,1.44,6.51,540891.0,28335.0,5.24,4.49,657099.0,6827.0,1.04,6.58,0.0,0.0,0.0,0.0,30040.0,7028.0,23.4,7.4,29102.0,7739.0,110.4,103.8,333.0,98.0,0,0,8273.0,6854,3.8,1181.0,8410762.0,8091153.0,1266.2,816.4,657.7,165.1,186.7,601.4,-120.9,11.8,-4.2,13.3,4746.5
2025-09-15,89,9,38,209451.0,114333.0,131306.0,19849.0,58414.0,76623.0,0,0,0,0,1034.0,2.2,3.0,1989589.0,21187.0,1.06,9.89,488304.0,25907.0,5.31,4.41,1858867.0,16882.0,0.91,7.78,971041.0,20849.0,2.15,2.8,39698.0,7553.0,19.03,9.7,29366.0,8068.0,109.4,104.3,403.0,95.2,0,0,8588.0,7773,3.0,1084.0,8684632.0,8424093.0,1282.7,735.3,717.1,201.6,342.4,604.2,-141.0,21.6,-10.1,15.0,4766.7
2025-09-22,90,9,39,221783.0,125905.0,89377.0,0.0,28803.0,75871.0,0,0,0,0,1028.0,2.1,3.5,2136795.0,24718.0,1.16,8.97,482516.0,19278.0,4.0,6.53,1271653.0,11217.0,0.88,7.97,521200.0,9228.0,1.77,3.12,0.0,0.0,0.0,9.4,28026.0,6302.0,104.5,105.2,341.0,95.2,0,0,8606.0,7659,3.4,1092.0,8661182.0,8366701.0,1310.2,766.0,716.6,14.1,291.7,604.7,-116.8,20.6,-10.1,18.2,4789.0
2025-09-29,91,9,40,183686.0,138490.0,105979.0,14932.0,62994.0,122015.0,1,0,0,1,1028.0,22.6,31.7,1550010.0,19828.0,1.28,9.26,536378.0,27110.0,5.05,5.11,1602025.0,16445.0,1.03,6.44,1045433.0,19639.0,1.88,3.21,29864.0,7641.0,25.59,12.2,29496.0,6850.0,107.9,114.2,403.0,94.3,0,0,8886.0,7839,4.2,864.0,7070341.0,6773387.0,1249.0,819.6,727.9,149.2,379.4,690.0,-116.8,221.5,-12.0,49.7,4812.7
2025-10-06,92,10,41,169783.0,136949.0,64722.0,17835.0,38473.0,62297.0,1,1,0,1,1032.0,21.1,33.0,1424911.0,17972.0,1.26,9.45,572031.0,25474.0,4.45,5.38,919086.0,8868.0,0.96,7.3,639642.0,14050.0,2.2,2.74,35670.0,7047.0,19.76,8.0,29960.0,7385.0,105.9,119.0,338.0,97.5,0,0,9021.0,7861,3.9,898.0,7345331.0,7058863.0,1193.6,824.2,705.2,185.1,343.6,641.7,-133.0,206.8,-5.2,66.5,4836.6
2025-10-13,93,10,42,185474.0,106636.0,105398.0,18457.0,33561.0,85918.0,1,0,0,1,1016.0,18.0,28.7,1691099.0,18628.0,1.1,9.96,399218.0,18713.0,4.69,5.7,1374420.0,13505.0,0.98,7.8,533817.0,12114.0,2.27,2.77,36914.0,8859.0,24.0,9.8,30311.0,8293.0,109.3,123.3,402.0,95.5,0,1,8705.0,7574,9.5,867.0,7252310.0,6563340.0,1209.3,703.6,720.9,193.1,310.0,650.1,-68.5,176.4,-9.5,81.6,4859.0
2025-10-20,94,10,43,124401.0,135151.0,115571.0,0.0,50909.0,47021.0,1,0,0,1,1036.0,25.8,43.8,1146680.0,9476.0,0.83,13.13,523137.0,24878.0,4.76,5.43,1632443.0,13566.0,0.83,8.52,856608.0,16987.0,1.98,3.0,0.0,0.0,0.0,6.2,30731.0,7840.0,107.7,124.6,369.0,99.0,0,0,8511.0,7146,4.6,873.0,6542508.0,6241552.0,1052.7,796.4,736.4,13.1,352.6,579.5,-149.1,252.8,-2.1,86.1,4878.3
2025-10-27,95,10,44,132431.0,139203.0,86524.0,12809.0,53210.0,89894.0,1,0,0,1,1032.0,22.0,26.7,1037772.0,12146.0,1.17,10.9,560817.0,28435.0,5.07,4.9,1242755.0,9866.0,0.79,8.77,909684.0,18291.0,2.01,2.91,25618.0,5952.0,23.23,9.9,29848.0,8320.0,106.4,124.9,448.0,99.1,0,0,8603.0,7284,3.3,919.0,6925071.0,6696544.0,1012.0,827.7,727.7,128.8,373.2,616.0,-133.0,215.6,-1.9,87.2,4893.8
2025-11-03,96,11,45,136956.0,220475.0,86830.0,17898.0,42203.0,73544.0,0,1,0,0,1033.0,2.9,3.9,1227224.0,10343.0,0.84,13.24,955041.0,43406.0,4.54,5.08,1251887.0,10525.0,0.84,8.25,660608.0,14471.0,2.19,2.92,35796.0,8788.0,24.55,9.2,31519.0,9122.0,106.6,126.4,408.0,97.2,0,1,8869.0,8102,9.4,995.0,8895988.0,8059765.0,1012.5,1044.6,721.9,183.9,351.6,608.4,-137.0,28.4,-5.9,92.4,4906.0
2025-11-10,97,11,46,148937.0,194349.0,88193.0,0.0,66777.0,52435.0,0,0,0,0,1041.0,6.0,9.8,1355498.0,17787.0,1.31,8.37,740690.0,39477.0,5.33,4.92,1276326.0,10662.0,0.84,8.27,1101872.0,22389.0,2.03,2.98,0.0,0.0,0.0,6.4,31091.0,8726.0,108.4,124.5,444.0,96.4,0,0,8863.0,7742,4.1,1074.0,8672800.0,8317215.0,1051.7,1026.1,718.8,12.0,403.7,558.3,-169.2,58.8,-7.6,85.8,4916.2
2025-11-17,98,11,47,211722.0,112802.0,59486.0,17138.0,34845.0,66113.0,0,0,0,0,1018.0,3.2,4.9,1891900.0,21238.0,1.12,9.97,389373.0,18185.0,4.67,6.2,923481.0,9134.0,0.99,6.51,553085.0,9471.0,1.71,3.68,34276.0,8258.0,24.09,8.5,29908.0,8954.0,107.7,123.8,365.0,95.5,0,0,8699.0,7476,3.6,1105.0,8572203.0,8263604.0,1226.9,790.9,693.4,168.5,345.8,551.7,-76.6,31.4,-9.5,83.3,4926.1
2025-11-24,99,11,48,153156.0,126571.0,76651.0,0.0,46199.0,67701.0,0,0,0,0,1018.0,3.1,4.6,1304612.0,16180.0,1.24,9.47,434315.0,21064.0,4.85,6.01,1003892.0,10158.0,1.01,7.55,925507.0,16790.0,1.81,2.75,0.0,0.0,0.0,8.6,29866.0,8373.0,105.9,121.6,396.0,93.9,0,0,8250.0,7202,4.9,1075.0,8138146.0,7739377.0,1143.3,779.6,690.3,10.5,351.7,550.5,-76.6,30.4,-12.8,75.6,4936.7
2025-12-01,100,12,49,175175.0,100242.0,76747.0,17725.0,43864.0,65164.0,0,1,0,0,1036.0,3.8,4.7,1525226.0,15056.0,0.99,11.63,362538.0,14762.0,4.07,6.79,1111905.0,9823.0,0.88,7.81,725838.0,14932.0,2.06,2.94,35450.0,8718.0,24.59,7.9,29201.0,8415.0,105.7,119.6,357.0,94.9,0,0,8284.0,7480,4.5,1054.0,8256099.0,7884575.0,1168.1,663.1,688.4,173.3,347.2,544.0,-149.1,37.2,-10.7,68.6,4948.4
